InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
115213,SKU_1302,White Mug,48,04-01-2023 10:00,96.49,97572,Spain,0.25,Credit Card,5.37,Electronics,Online,Not Returned,FedEx,London,Medium
115213,SKU_1011,Desk Lamp,14,05-08-2023 03:00,74.26,69528,Belgium,0.03,Bank Transfer,18.93,Apparel,Online,Returned,DHL,London,Low
115216,SKU_1705,USB Cable,3,18-10-2020 08:00,62.94,76961,Germany,0.11,Credit Card,6.78,Apparel,Online,Not Returned,UPS,Paris,Low
115251,SKU_1300,Wireless Mouse,42,03-04-2024 17:00,15.82,32927,Belgium,0.23,Credit Card,14.66,Furniture,Online,Not Returned,Royal Mail,Rome,Low
115305,SKU_1728,White Mug,44,23-02-2022 00:00,91.57,91832,Sweden,0.07,Bank Transfer,11.01,Electronics,In-store,Not Returned,FedEx,London,Low
115316,SKU_1024,USB Cable,39,18-11-2023 04:00,8.49,59542,Germany,0.5,Bank Transfer,23.24,Electronics,In-store,Not Returned,FedEx,Amsterdam,High
115329,SKU_1399,Headphones,19,28-03-2022 20:00,83.8,83716,Netherlands,0.38,paypall,8.43,Apparel,Online,Not Returned,Royal Mail,Rome,High
115330,SKU_1304,White Mug,-20,04-02-2023 03:00,-51.46,,United Kingdom,0.34,Bank Transfer,,Accessories,In-store,Returned,Royal Mail,,Medium
115362,SKU_1594,USB Cable,25,27-04-2023 14:00,9.81,,Belgium,0.37,Credit Card,22.33,Furniture,In-store,Not Returned,FedEx,Amsterdam,High
115376,SKU_1240,USB Cable,19,05-02-2022 05:00,80.95,49926,United States,0.4,Bank Transfer,19.16,Furniture,Online,Returned,DHL,Amsterdam,Medium
115376,SKU_1914,Office Chair,1,12-09-2022 07:00,44.16,76890,Norway,0.39,Credit Card,23.81,Accessories,In-store,Not Returned,UPS,Amsterdam,High
115385,SKU_1770,Desk Lamp,18,12-03-2021 10:00,62.43,,France,0.07,paypall,9.41,Electronics,Online,Not Returned,UPS,London,Medium
115430,SKU_1374,Backpack,21,09-06-2023 12:00,24.76,82568,Sweden,0.22,Bank Transfer,5.07,Furniture,Online,Not Returned,Royal Mail,London,High
115434,SKU_1022,White Mug,21,19-06-2020 09:00,33.65,78603,Sweden,0.06,Bank Transfer,23.46,Electronics,In-store,Not Returned,FedEx,Paris,Low
115438,SKU_1469,Wall Clock,2,02-02-2024 12:00,8.65,68735,France,0.43,Bank Transfer,19.8,Apparel,In-store,Returned,DHL,Paris,High
115451,SKU_1635,Wall Clock,25,16-07-2024 15:00,18.3,73226,Sweden,0.23,Credit Card,23.66,Furniture,In-store,Not Returned,DHL,Paris,High
115451,SKU_1660,Office Chair,21,04-09-2025 11:00,24.56,40486,Germany,0.28,Credit Card,21.59,Apparel,In-store,Not Returned,FedEx,London,High
115473,SKU_1715,White Mug,17,18-03-2025 19:00,45.32,43687,Belgium,0.17,Bank Transfer,5.23,Furniture,Online,Not Returned,Royal Mail,Paris,Medium
115522,SKU_1861,Wall Clock,27,19-07-2021 13:00,73.06,62411,Norway,0.09,Bank Transfer,23.9,Electronics,In-store,Not Returned,FedEx,Amsterdam,Medium
115523,SKU_1538,Blue Pen,9,11-08-2025 13:00,57.53,84017,France,0.06,paypall,18.92,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium
115534,SKU_1324,USB Cable,41,20-08-2020 04:00,22.32,,United States,0.44,Credit Card,26.06,Electronics,In-store,Not Returned,UPS,,Medium
115565,SKU_1454,Desk Lamp,13,02-04-2023 17:00,80.43,36258,Italy,0.29,Credit Card,28.89,Accessories,In-store,Not Returned,Royal Mail,Paris,Medium
115568,SKU_1006,Desk Lamp,40,30-04-2025 21:00,9.16,86759,Netherlands,0.04,Bank Transfer,22.38,Electronics,In-store,Not Returned,Royal Mail,London,Low
115573,SKU_1443,T-shirt,35,27-05-2024 14:00,5.63,68279,Australia,0.04,Credit Card,25,Apparel,Online,Not Returned,FedEx,Paris,Low
115588,SKU_1517,White Mug,5,30-06-2021 19:00,35.58,84388,Germany,0.13,paypall,13.33,Stationery,Online,Not Returned,UPS,Amsterdam,High
115628,SKU_1143,White Mug,44,06-01-2023 22:00,95.06,41992,Belgium,0.33,paypall,14.44,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Medium
115675,SKU_1260,Headphones,12,11-02-2022 18:00,99.9,28553,Belgium,0.06,paypall,19.46,Furniture,In-store,Not Returned,UPS,London,High
115708,SKU_1943,USB Cable,39,12-01-2020 23:00,8.17,16586,United Kingdom,0.46,Bank Transfer,7.32,Accessories,In-store,Not Returned,UPS,London,High
115733,SKU_1963,Wireless Mouse,49,19-02-2021 21:00,50.27,71943,United States,0.01,paypall,24.88,Accessories,Online,Returned,DHL,Paris,High
115740,SKU_1530,Office Chair,34,06-08-2023 22:00,36.5,74634,France,0.06,Credit Card,18.94,Electronics,Online,Not Returned,DHL,Amsterdam,Medium
115748,SKU_1806,Desk Lamp,-38,09-11-2021 18:00,-6.79,,Italy,1.243958748,paypall,,Accessories,Online,Returned,Royal Mail,,Medium
115791,SKU_1616,USB Cable,7,28-02-2021 08:00,57.77,19603,Italy,0.32,Credit Card,23.22,Stationery,In-store,Not Returned,Royal Mail,Rome,Medium
115791,SKU_1456,T-shirt,20,28-03-2022 21:00,13.89,73499,Australia,0.31,paypall,20.11,Stationery,In-store,Not Returned,Royal Mail,London,High
115793,SKU_1772,Desk Lamp,9,23-12-2022 21:00,44.72,32598,Belgium,0.48,paypall,6.67,Stationery,In-store,Not Returned,Royal Mail,Rome,High
115828,SKU_1282,Notebook,1,26-07-2025 14:00,64.54,30720,Portugal,0.31,paypall,27.05,Accessories,Online,Not Returned,UPS,Amsterdam,Medium
115852,SKU_1958,Wireless Mouse,12,24-10-2022 19:00,97.55,51413,Portugal,0.04,Credit Card,8.98,Apparel,Online,Not Returned,DHL,Paris,High
115861,SKU_1054,Blue Pen,42,17-11-2021 14:00,48.98,10055,United States,0.05,Credit Card,24.88,Accessories,In-store,Not Returned,Royal Mail,Berlin,High
115896,SKU_1039,Backpack,37,21-12-2020 07:00,43.5,65359,Belgium,0,Credit Card,27.72,Electronics,Online,Not Returned,DHL,Berlin,High
115903,SKU_1242,Headphones,2,19-06-2025 16:00,21.83,99708,Norway,0.11,Credit Card,28.26,Apparel,Online,Not Returned,FedEx,Paris,Medium
115909,SKU_1310,Wall Clock,6,24-10-2021 16:00,99.3,48673,Netherlands,0.19,paypall,27.64,Electronics,Online,Not Returned,UPS,London,Low
115930,SKU_1323,T-shirt,15,20-05-2024 23:00,71.38,62084,United States,0.1,paypall,8.94,Electronics,In-store,Returned,DHL,Paris,High
115935,SKU_1527,Notebook,-18,18-10-2022 01:00,24.1,,Sweden,0.36,Credit Card,,Accessories,In-store,Not Returned,DHL,,Medium
115958,SKU_1682,Desk Lamp,42,11-01-2024 15:00,45.72,74658,Australia,0.23,Bank Transfer,22.19,Stationery,Online,Not Returned,Royal Mail,Berlin,High
116010,SKU_1425,T-shirt,32,20-11-2023 01:00,96.81,54413,Spain,0.29,Credit Card,17.54,Accessories,In-store,Not Returned,UPS,Rome,Low
116029,SKU_1318,White Mug,14,17-05-2020 10:00,89.66,48228,Spain,0.2,paypall,14.99,Furniture,Online,Not Returned,FedEx,Rome,Medium
116029,SKU_1232,Headphones,40,16-11-2023 22:00,45,62063,Netherlands,0.46,Bank Transfer,17.18,Furniture,In-store,Not Returned,UPS,Paris,Low
116036,SKU_1222,Notebook,45,13-12-2024 19:00,58.5,57737,Spain,0.19,paypall,10.16,Stationery,In-store,Not Returned,Royal Mail,Paris,Low
116040,SKU_1627,Headphones,9,15-01-2022 14:00,14.11,39072,Netherlands,0.22,Credit Card,21.6,Stationery,Online,Not Returned,UPS,Amsterdam,High
116049,SKU_1754,Wireless Mouse,31,17-04-2025 06:00,70.25,18166,Belgium,0.36,Credit Card,11.89,Stationery,In-store,Not Returned,UPS,Amsterdam,High
116057,SKU_1741,Wireless Mouse,5,31-07-2022 08:00,22.96,31395,United Kingdom,0.19,Bank Transfer,23.97,Electronics,Online,Not Returned,FedEx,Paris,Low
116061,SKU_1360,Desk Lamp,24,20-09-2020 03:00,7.32,15775,United States,0.32,paypall,26.12,Furniture,Online,Not Returned,Royal Mail,Paris,Low
116065,SKU_1861,Wall Clock,37,22-09-2021 05:00,77.18,18025,United States,0.44,Bank Transfer,12.96,Accessories,In-store,Returned,FedEx,London,Medium
116077,SKU_1989,White Mug,8,29-01-2025 06:00,38.45,87568,Italy,0.32,paypall,10.25,Apparel,In-store,Not Returned,Royal Mail,Paris,Low
116105,SKU_1345,Notebook,40,01-06-2021 13:00,15.09,58460,Belgium,0.24,Bank Transfer,22.59,Accessories,Online,Not Returned,FedEx,Berlin,High
116116,SKU_1651,White Mug,13,19-08-2021 11:00,4.62,70894,United States,0.08,Credit Card,19.09,Electronics,Online,Not Returned,FedEx,London,Low
116119,SKU_1510,White Mug,23,12-05-2024 17:00,12.01,93438,United Kingdom,0.39,Bank Transfer,28.65,Electronics,In-store,Not Returned,DHL,Amsterdam,Medium
116134,SKU_1730,White Mug,22,07-02-2025 20:00,95.52,58240,United States,0.49,Credit Card,28.23,Apparel,Online,Not Returned,FedEx,Paris,Low
116138,SKU_1797,Office Chair,34,14-03-2021 05:00,8.63,18383,United Kingdom,0.41,Credit Card,22.93,Electronics,In-store,Not Returned,Royal Mail,Rome,High
116167,SKU_1784,Office Chair,23,12-04-2022 11:00,33.75,,United Kingdom,0.06,paypall,7.34,Stationery,Online,Not Returned,FedEx,Paris,Medium
116205,SKU_1799,USB Cable,4,30-08-2025 16:00,52.6,39800,Belgium,0.35,Credit Card,11.21,Apparel,In-store,Not Returned,UPS,Amsterdam,Low
116211,SKU_1940,Backpack,16,14-05-2023 06:00,73.38,68411,Netherlands,0.05,Credit Card,15.01,Furniture,In-store,Not Returned,DHL,Paris,Low
116220,SKU_1019,Wireless Mouse,41,03-02-2022 01:00,55.42,49144,Sweden,0.02,paypall,26.49,Accessories,In-store,Not Returned,FedEx,Paris,Medium
116259,SKU_1447,Wireless Mouse,35,30-09-2021 05:00,77.95,50788,Spain,0.09,paypall,21.64,Furniture,Online,Returned,FedEx,Amsterdam,Low
116263,SKU_1160,T-shirt,14,29-01-2023 02:00,89.38,25472,Norway,0.27,paypall,9.49,Electronics,Online,Not Returned,DHL,London,Medium
116279,SKU_1993,Headphones,13,16-09-2020 17:00,55.49,14747,Belgium,0.27,Credit Card,25.68,Furniture,In-store,Not Returned,UPS,Rome,High
116291,SKU_1702,Headphones,25,01-06-2023 22:00,22.1,37973,Norway,0.46,Credit Card,13.65,Electronics,Online,Returned,Royal Mail,Amsterdam,Low
116292,SKU_1752,Office Chair,46,07-10-2021 01:00,45.03,99254,Germany,0.07,Credit Card,28.59,Accessories,In-store,Not Returned,DHL,London,High
116304,SKU_1282,Headphones,20,09-05-2021 06:00,97.15,95873,Spain,0.23,Credit Card,9,Electronics,In-store,Not Returned,DHL,Paris,Medium
116328,SKU_1102,White Mug,42,30-07-2023 11:00,29.85,59169,United Kingdom,0.21,Credit Card,21.63,Accessories,Online,Not Returned,FedEx,London,Low
116360,SKU_1308,Headphones,2,12-12-2024 01:00,61.21,91537,Germany,0.11,Bank Transfer,26.28,Furniture,In-store,Not Returned,UPS,Amsterdam,Medium
116365,SKU_1187,Notebook,46,20-05-2021 18:00,12.65,60344,Norway,0.09,Bank Transfer,15.88,Furniture,Online,Not Returned,Royal Mail,Rome,High
116375,SKU_1640,Backpack,-49,23-07-2021 04:00,-27.66,,Netherlands,1.210037676,Credit Card,,Stationery,Online,Not Returned,UPS,,Low
116375,SKU_1743,USB Cable,34,19-01-2022 10:00,44.4,56879,France,0.17,Bank Transfer,27.36,Apparel,In-store,Not Returned,FedEx,London,Medium
116375,SKU_1491,Office Chair,14,21-10-2022 12:00,48.89,97168,United Kingdom,0.48,Bank Transfer,6.88,Furniture,In-store,Not Returned,Royal Mail,Paris,High
116385,SKU_1354,White Mug,31,23-05-2023 15:00,86.61,31712,Norway,0.18,Bank Transfer,12.6,Furniture,In-store,Not Returned,Royal Mail,Rome,Medium
116468,SKU_1453,Backpack,44,11-08-2025 02:00,37.9,25517,United Kingdom,0.33,Credit Card,8.38,Apparel,In-store,Not Returned,DHL,Berlin,Medium
116471,SKU_1237,USB Cable,46,22-08-2023 04:00,98.81,24415,Netherlands,0.14,Bank Transfer,29.11,Furniture,In-store,Not Returned,FedEx,London,Low
116473,SKU_1318,Wireless Mouse,22,03-12-2021 22:00,46.09,98292,Norway,0.01,Bank Transfer,19.62,Accessories,In-store,Not Returned,FedEx,Rome,Low
116488,SKU_1893,Backpack,16,05-01-2022 08:00,29.83,92118,Belgium,0.48,paypall,5.15,Apparel,Online,Not Returned,UPS,Amsterdam,Low
116490,SKU_1524,White Mug,3,09-04-2022 17:00,12.8,35941,Italy,0.38,Bank Transfer,27.79,Furniture,In-store,Not Returned,DHL,London,Low
116494,SKU_1801,Desk Lamp,20,07-10-2023 04:00,82.23,46452,Belgium,0.31,Bank Transfer,8.77,Electronics,In-store,Not Returned,Royal Mail,London,Low
116533,SKU_1847,Desk Lamp,12,27-10-2022 21:00,74.21,13097,Spain,0.08,Credit Card,18.43,Furniture,Online,Not Returned,DHL,Paris,High
116535,SKU_1706,T-shirt,24,26-01-2021 16:00,3.19,82830,Belgium,0.03,Credit Card,20.91,Electronics,In-store,Not Returned,DHL,Berlin,Low
116550,SKU_1460,Blue Pen,9,10-11-2023 01:00,4.81,11039,Netherlands,0.17,paypall,8.87,Stationery,In-store,Not Returned,DHL,Berlin,High
116552,SKU_1222,Notebook,49,09-03-2024 05:00,20.99,90452,Germany,0.47,Credit Card,14.04,Stationery,Online,Returned,FedEx,Amsterdam,High
116555,SKU_1185,Wireless Mouse,15,06-11-2020 04:00,69,65905,France,0.33,Bank Transfer,11.99,Furniture,Online,Not Returned,Royal Mail,Rome,High
116560,SKU_1960,White Mug,41,22-12-2023 16:00,32.24,41423,Portugal,0.5,Credit Card,27.12,Electronics,Online,Not Returned,DHL,Amsterdam,High
116575,SKU_1360,Desk Lamp,42,09-02-2022 06:00,45.04,69794,United States,0.14,Bank Transfer,20.95,Furniture,In-store,Not Returned,DHL,London,Medium
116583,SKU_1976,White Mug,28,09-10-2024 09:00,84,59011,Norway,0.42,Credit Card,16.57,Furniture,Online,Returned,Royal Mail,Rome,Low
116642,SKU_1774,USB Cable,41,14-10-2024 14:00,32.35,49536,Netherlands,0.02,paypall,9.63,Furniture,In-store,Not Returned,FedEx,Rome,High
116643,SKU_1682,T-shirt,47,15-08-2023 23:00,48.58,84861,Belgium,0.28,paypall,21.11,Furniture,Online,Not Returned,FedEx,Amsterdam,Medium
116683,SKU_1739,Backpack,48,04-09-2023 23:00,82.58,88822,United Kingdom,0.05,paypall,10.32,Electronics,In-store,Not Returned,DHL,Berlin,High
116696,SKU_1651,Desk Lamp,46,23-05-2025 06:00,75.86,80234,Italy,0.36,Credit Card,19.5,Furniture,Online,Not Returned,FedEx,Amsterdam,Medium
116738,SKU_1488,Wireless Mouse,34,30-11-2021 11:00,43.65,52430,Germany,0.46,Bank Transfer,17.88,Furniture,In-store,Not Returned,DHL,Paris,Medium
116820,SKU_1638,Wireless Mouse,42,17-06-2023 08:00,55.57,14413,Netherlands,0.35,Credit Card,21.54,Apparel,In-store,Not Returned,UPS,Paris,High
116829,SKU_1495,USB Cable,19,04-04-2022 07:00,88.51,39649,Portugal,0.23,Credit Card,24.11,Stationery,In-store,Not Returned,DHL,Amsterdam,Medium
116833,SKU_1425,Office Chair,42,14-12-2023 20:00,29.36,92860,Norway,0.14,paypall,15.02,Electronics,In-store,Not Returned,FedEx,Rome,Low
116838,SKU_1669,Wall Clock,44,28-04-2023 08:00,78.94,78608,Belgium,0.46,Credit Card,20.49,Furniture,In-store,Not Returned,UPS,Rome,Medium
116858,SKU_1568,Office Chair,7,10-12-2024 03:00,45.58,13027,Germany,0.38,Credit Card,5.96,Accessories,Online,Not Returned,Royal Mail,London,Medium
116862,SKU_1015,Notebook,44,09-09-2024 05:00,37.6,40753,Spain,0.34,Credit Card,28.94,Electronics,In-store,Not Returned,FedEx,London,Low
116905,SKU_1465,Wall Clock,10,17-05-2022 13:00,20.73,39669,Germany,0.08,paypall,20.9,Furniture,Online,Not Returned,UPS,London,Low
116911,SKU_1746,Wireless Mouse,38,21-06-2021 16:00,8.68,62266,Sweden,0.3,paypall,27.74,Apparel,In-store,Returned,FedEx,Amsterdam,Low
116915,SKU_1385,Blue Pen,-16,30-03-2023 21:00,73.3,,Norway,0.04,paypall,,Accessories,Online,Not Returned,Royal Mail,,Medium
116939,SKU_1547,Office Chair,-35,03-03-2021 06:00,99.17,,Belgium,0.47,paypall,,Accessories,Online,Not Returned,Royal Mail,,High
116944,SKU_1573,Blue Pen,34,26-11-2022 17:00,12.2,40019,Australia,0.45,Credit Card,20.32,Stationery,In-store,Not Returned,FedEx,Berlin,Low
116945,SKU_1773,Wall Clock,8,03-04-2025 07:00,17.32,16457,France,0.47,paypall,14.41,Stationery,Online,Not Returned,UPS,London,Low
116978,SKU_1006,T-shirt,23,30-07-2021 08:00,85.06,47180,Germany,0.46,paypall,28.24,Accessories,Online,Not Returned,Royal Mail,Berlin,Low
116984,SKU_1870,Wireless Mouse,35,27-02-2021 13:00,35.91,15869,United States,0.15,Bank Transfer,24.03,Furniture,Online,Not Returned,FedEx,London,Medium
117015,SKU_1004,Wall Clock,20,24-10-2022 13:00,93.09,15951,United States,0.46,paypall,5.81,Electronics,In-store,Not Returned,UPS,Amsterdam,High
117021,SKU_1226,Blue Pen,-37,24-01-2024 19:00,-95.24,,Netherlands,1.252464871,paypall,,Accessories,In-store,Returned,FedEx,,Medium
117038,SKU_1722,Backpack,38,15-10-2022 15:00,84.53,72597,Germany,0.21,paypall,11.62,Accessories,In-store,Not Returned,DHL,Berlin,Low
117060,SKU_1637,T-shirt,7,10-02-2024 22:00,53.11,58598,Norway,0.37,Bank Transfer,18.44,Stationery,Online,Not Returned,Royal Mail,Paris,High
117073,SKU_1619,White Mug,3,23-05-2020 05:00,23.47,95276,Portugal,0.22,Credit Card,5.63,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Low
117077,SKU_1086,White Mug,34,24-06-2023 13:00,26.53,46319,United States,0.36,Bank Transfer,9.78,Electronics,In-store,Not Returned,FedEx,London,High
117087,SKU_1729,Backpack,20,13-06-2020 06:00,43.23,54835,Norway,0.16,Credit Card,8.68,Stationery,Online,Not Returned,FedEx,London,Low
117101,SKU_1622,Wireless Mouse,1,20-10-2021 23:00,23.98,83936,Sweden,0.47,Bank Transfer,20.43,Accessories,In-store,Not Returned,DHL,Paris,Low
117107,SKU_1570,Desk Lamp,28,20-06-2025 16:00,30.63,51105,Australia,0.21,Credit Card,11,Electronics,In-store,Returned,UPS,Berlin,Low
117118,SKU_1595,Backpack,23,24-11-2020 04:00,83.13,80155,Italy,0.44,Credit Card,20.6,Stationery,In-store,Not Returned,FedEx,London,Medium
117143,SKU_1669,Wall Clock,-3,04-01-2021 14:00,-8.1,,France,1.630021973,paypall,,Furniture,Online,Not Returned,Royal Mail,,Low
117171,SKU_1347,Headphones,27,19-09-2024 18:00,78.51,,Germany,0.27,Credit Card,9.73,Apparel,In-store,Not Returned,UPS,Rome,High
117175,SKU_1929,White Mug,23,14-01-2022 20:00,72.41,23681,United Kingdom,0.21,Bank Transfer,28.41,Apparel,In-store,Not Returned,FedEx,Paris,Medium
117184,SKU_1088,Wall Clock,26,26-01-2022 02:00,65.6,59713,Norway,0.19,Credit Card,20.5,Electronics,Online,Returned,Royal Mail,Amsterdam,Low
117194,SKU_1513,Office Chair,49,22-02-2021 08:00,58.32,53177,Belgium,0.13,Bank Transfer,27.84,Apparel,In-store,Not Returned,Royal Mail,London,High
117197,SKU_1246,T-shirt,30,13-05-2024 06:00,8.32,60170,United States,0.12,Bank Transfer,20.38,Furniture,In-store,Not Returned,Royal Mail,Paris,Medium
117215,SKU_1276,Wireless Mouse,36,30-01-2022 08:00,25.44,77105,Spain,0.12,paypall,12.54,Apparel,Online,Not Returned,UPS,Amsterdam,Medium
117248,SKU_1122,White Mug,20,24-06-2025 04:00,31.13,11509,United Kingdom,0.25,paypall,14.81,Accessories,Online,Not Returned,FedEx,London,High
117255,SKU_1696,T-shirt,32,12-03-2025 21:00,63.37,79078,Norway,0.15,paypall,27.54,Furniture,In-store,Not Returned,FedEx,Berlin,Medium
117297,SKU_1313,Blue Pen,34,20-06-2020 11:00,36.65,26395,Australia,0.43,Credit Card,13.92,Apparel,Online,Not Returned,UPS,London,High
117300,SKU_1969,USB Cable,24,17-09-2021 01:00,97,49629,United Kingdom,0.08,Bank Transfer,29.83,Accessories,Online,Not Returned,UPS,Berlin,Low
117330,SKU_1520,Wireless Mouse,25,21-01-2023 14:00,3,72244,Norway,0.45,Credit Card,18.86,Furniture,In-store,Not Returned,UPS,Paris,Low
117347,SKU_1677,Headphones,14,30-04-2020 07:00,96.73,66103,Belgium,0.33,Credit Card,26.93,Electronics,Online,Not Returned,DHL,Amsterdam,Medium
117352,SKU_1669,Blue Pen,10,06-05-2022 12:00,48.48,41394,Norway,0.37,paypall,19.33,Accessories,In-store,Not Returned,Royal Mail,Rome,Low
117352,SKU_1547,T-shirt,10,28-03-2024 15:00,21.63,73399,Belgium,0.34,Bank Transfer,17.91,Electronics,In-store,Not Returned,Royal Mail,London,Medium
117401,SKU_1497,Wireless Mouse,7,05-05-2023 12:00,38.54,18856,Belgium,0.48,Credit Card,14.48,Apparel,Online,Not Returned,Royal Mail,Berlin,Medium
117412,SKU_1645,Office Chair,22,30-05-2022 21:00,68.54,89395,Italy,0.02,Credit Card,19.8,Accessories,Online,Not Returned,Royal Mail,Paris,High
117413,SKU_1953,Wireless Mouse,45,17-08-2020 06:00,36.78,16389,Italy,0.34,Credit Card,25.04,Stationery,Online,Not Returned,Royal Mail,London,High
117445,SKU_1747,Office Chair,36,10-12-2024 15:00,1.71,35830,Spain,0.05,Credit Card,8.82,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Medium
117447,SKU_1713,Desk Lamp,26,06-08-2024 17:00,65.08,11399,Portugal,0.01,Bank Transfer,15.53,Furniture,Online,Not Returned,Royal Mail,Berlin,High
117522,SKU_1079,Notebook,14,08-01-2024 10:00,4.96,42306,Australia,0.3,Credit Card,27.14,Stationery,In-store,Returned,FedEx,Berlin,High
117529,SKU_1953,Desk Lamp,16,24-07-2021 14:00,65.09,83749,Germany,0.22,Credit Card,29.37,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,High
117572,SKU_1801,White Mug,30,15-07-2025 00:00,1.41,57119,Netherlands,0.14,paypall,5.23,Stationery,Online,Returned,DHL,Paris,Low
117580,SKU_1322,Wall Clock,32,25-07-2022 20:00,87.75,51274,Spain,0.33,paypall,18.29,Furniture,In-store,Not Returned,UPS,Rome,Medium
117621,SKU_1238,T-shirt,43,07-01-2025 02:00,48.72,64209,United States,0.05,paypall,12.54,Stationery,Online,Not Returned,FedEx,Rome,High
117633,SKU_1937,White Mug,5,21-04-2020 12:00,63.66,86969,Norway,0.43,paypall,19.27,Furniture,Online,Not Returned,Royal Mail,London,Low
117640,SKU_1607,T-shirt,46,04-02-2020 23:00,11.34,74358,Italy,0.42,paypall,25.18,Furniture,Online,Returned,UPS,Berlin,Low
